"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","",13073.0983990131,1.60066009699357,0.184049068986439,8.69692036916258,3.41012567060031e-18,1.97660334888467e-17
"2","1-aminocyclopropane-1-carboxylate",0.286827346449215,0.349446538297759,0.679401534687129,0.514344640770766,0.607011056269365,0.667215172895973
"3","3-hydroxy-3-methylglutaryl-Coenzyme",0.102431452222336,-0.536823299378553,1.45429786600759,-0.369128850372495,0.712031685596474,NA
"4","3-hydroxyisobutyryl-Coenzyme",0.162323563561036,-0.671481992655428,0.975672463724771,-0.688224806603589,0.491311224745111,NA
"5","40S",13.6839100259551,0.336381778218952,0.210249283844773,1.59991878244542,0.109616602007701,0.146626347891692
"6","5-azacytidine",0.628028876009268,1.21049100443375,0.524124023411713,2.30955069861944,0.0209130417687741,0.0316697329588596
"7","5-nucleotidase
"11654","LAP3",3946.65785556487,0.694532500398922,0.106261620491523,6.53606162964855,6.31598976900797e-11,2.11982770390956e-10
"11655","LAP3P1",0.100041056339587,-0.0655375462221233,1.65080647283615,-0.0397003206011952,0.968332046077086,NA
"11656","LAPTM4A",7265.1936984495,-0.430787311968257,0.0482315469471199,-8.93165032505723,4.19700263891057e-19,2.59434240872277e-18
"11657","LAPTM4B",1682.32022572827,-0.507545736868338,0.0669032768422723,-7.58626125391289,3.29268199586714e-14,1.42074538774714e-13
"11658","LAPTM5",8453.99321591365,0.868782247983116,0.123374675829668,7.04181990461775,1.89744981305438e-12,7.14371533311154e-12
"11659","LARGE1",864.468710801519,-1.03221426610862,0.062852851039256,-16.4227119222313,1.31553252316154e-60,2.23441205827893e-58
"11660","LARGE2",223.971437742902,1.28404954612184,0.120641391218278,10.6435240273265,1.86923089904423e-26,2.00805734339107e-25
"11661","LARP1",5353.51072606073,0.0730825510615236,0.0657236013089519,1.11196814547607,0.26615184674893,0.325716397604313
"11662","LARP1B",1154.94546487157,0.0693559200954863,0.0590997175790699,1.17354063499025,0.240579071564764,0.297522355589498
"11663","LARP1BP2",0.148037864860261,0.141433239574952,1.1229038796842,0.125953113292945,0.899769039078274,NA
"11664","LARP1BP3",0.0041518498402256,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11665","LARP4",2035.98881371899,0.0701633381772196,0.071187457288809,0.985613770310203,0.324322678106207,0.387940840753389
"11666","LARP4B",2722.78667425305,-0.237466259804944,0.0467313322121377,-5.08152129554025,3.74424027083033e-07,9.36164457143036e-07
"11667","LARP4P",0.264294506506697,-0.167822858803543,0.740403705881143,-0.226663990834324,0.820685029504038,0.854733998800138
"11668","LARP6",93.6727344228957,0.854781396774214,0.146978058084574,5.81570751385458,6.037795900515e-09,1.74464987871564e-08
"11669","LARP7",1436.76046386739,-0.210462387567546,0.0409498409801757,-5.13951660201645,2.75446155820232e-07,6.97402915131518e-07
"11670","LARP7P1",0.322816894547408,-0.0266493934337158,0.670165896919982,-0.0397653678830776,0.968280186806406,0.975196163164261
"11671","LARP7P2",0.0348056685941099,-0.302063438880836,3.25982973543439,-0.0926623361942505,0.92617181959079,NA
"11672","LARP7P3",0.0145679656346737,-0.517171079776337,5.10183938364421,-0.101369533787033,0.919257120384483,NA
"11673","LARS1",2904.06884315854,-0.254219406699448,0.0426288933479802,-5.96354694512597,2.46820496911954e-09,7.3635602671537e-09
"11674","LARS2",1215.27156500719,-0.0921851340894357,0.0724301286736272,-1.27274568991621,0.203108298783297,0.255897053032959
"11675","LAS1L",923.965677597241,-0.000214646181637253,0.0445530600072909,-0.00481776519058685,0.99615599440731,0.996956405437545
"11676","LASP1",12811.8009282997,-0.503898772148302,0.0530159250825836,-9.50466810422288,2.00686943627165e-21,1.47430986674111e-20
"11677","LAT",554.056092768882,1.34604819629939,0.151549074783585,8.88192948865947,6.57104854382519e-19,4.0044280606839e-18
"11678","LAT2",749.163576630696,1.16629504695667,0.144622236504936,8.064424082647,7.35819139670638e-16,3.58242456273957e-15
"11679","LATS1",1184.0356969548,-0.00785044696899476,0.0621698049170031,-0.126274273813069,0.899514819754946,0.920410855684628
"11680","LATS2",670.977448637966,0.838174284401248,0.103905165655093,8.06672391229825,7.22095878897381e-16,3.51866759506179e-15
"11681","LAX1",767.069550990142,2.6016819628205,0.164825665166165,15.7844469197056,3.98123599900875e-56,4.93145365181083e-54
"11682","LAYN",165.608242914505,1.20112225932439,0.105727246333026,11.3605745064146,6.57110735435664e-30,9.13922003006674e-29
"11683","LBH",1846.31543039877,0.900916497151029,0.12890293128737,6.98910791363287,2.76639582415384e-12,1.0292082276072e-11
"11684","LBHD1",223.347338677294,0.691172948934058,0.0819597044282463,8.4330824977433,3.3667718437019e-17,1.81101306947688e-16
"11685","LBHD2",0.716939937783579,0.449154669313489,0.527925865853472,0.85079117801391,0.394885363104822,0.461520567629854
"11686","LBP",37.6490640430143,5.4415838701273,0.500782518068707,10.8661618043558,1.67082812877903e-27,1.93491563260464e-26
"11687","LBR",3410.92012849504,-0.117935684860166,0.0558936903414754,-2.10999996850543,0.0348583585880936,0.0508407754062619
"11688","LBX1",0.0107760170753937,-0.372637697888327,5.10183938334423,-0.0730398724634222,0.941774388589967,NA
"11689","LBX2",85.142166201302,-0.425658267540101,0.0991376222250722,-4.29360981216323,1.7579130545836e-05,3.80208476594292e-05
"11690","LCA5",90.8474564536693,0.648633355792468,0.104061803868479,6.23315502595228,4.57133376472172e-10,1.44006327111228e-09
"11691","LCA5L",41.236515518655,0.0699748438955943,0.110745437341459,0.631853063885985,0.527482895732287,0.592048386599143
"11692","LCAT",167.893778749796,1.89797277150323,0.114611783406796,16.5600142942256,1.35561840184656e-61,2.57567496350847e-59
"11693","LCE1A",0,NA,NA,NA,NA,NA
"11694","LCE1B",0.0334920664221167,-0.301708457858956,3.92689567904974,-0.0768312892722341,0.938757759059735,NA
"11695","LCE1C",0.0353958007995503,-0.273288983355616,3.55667743686868,-0.076838281853364,0.938752196231782,NA
"11696","LCE1D",0.00884781814281359,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"11697","LCE1E",0.224253333512981,0.261595739113509,1.08394652972913,0.241336386933108,0.809294411477407,0.845182630208844
"11698","LCE1F",0,NA,NA,NA,NA,NA
"11699","LCE2A",0.0642617726681648,-0.202307822841657,2.23950257408002,-0.090336052828501,0.928020171245537,NA
"11700","LCE2B",0.00604530754911732,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11701","LCE2C",0.00774149555099698,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"11702","LCE2D",0.0041785889335523,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11703","LCE3A",0.00436674221345899,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11704","LCE3B",0,NA,NA,NA,NA,NA
"11705","LCE3C",0.00962570224115245,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"11706","LCE3D",0.0298237885565515,-0.302564638286095,4.42322981104506,-0.0684035537856462,0.945464392946804,NA
"11707","LCE3E",0.0502573674842289,-0.245756012695501,2.55869828344525,-0.0960472808715039,0.923483021406937,NA
"11708","LCE4A",0.00796135602625841,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"11709","LCE5A",0.0310221702327688,-0.315919406714352,3.58857761385544,-0.0880347147835378,0.929849084836738,NA
"11710","LCE6A",0.0028413411753448,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11711","LCEP1",0.00798806056660145,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"11712","LCEP2",0.0052075537845015,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"11713","LCEP3",0.00258049851699899,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11714","LCEP4",0.00900521984067829,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"11715","LCK",792.318602648517,0.95136009487408,0.145547610509121,6.53641850626234,6.30094451486436e-11,2.11541144089935e-10
"11716","LCLAT1",796.687177194805,-0.770422949319264,0.0719608278714168,-10.706143496513,9.52473732312551e-27,1.04730069045843e-25
"11717","LCMT1",765.971365244663,-0.820963894626329,0.0712121021992537,-11.5284322365494,9.48553133475821e-31,1.41682619936895e-29
"11718","LCMT2",342.975752788249,-0.0779523459700742,0.0489585704565121,-1.59221041879309,0.111337432987156,0.148715236673937
"11719","LCN1",0.33874115304308,0.40123104204548,0.636158322751897,0.630709412571753,0.528230543481793,0.592739178421511
"11720","LCN10",86.5193497660253,1.58912599751766,0.236722270443907,6.71303969220004,1.90611235993288e-11,6.65240334833362e-11
"11721","LCN12",90.0195067822422,0.160377233586241,0.14192833538634,1.12998742040962,0.258481525193589,0.317299375538779
"11722","LCN15",50.7017043559483,-3.22142369266393,0.260123522547533,-12.3842075530685,3.18212509630265e-35,6.92652860768014e-34
"11723","LCN1P1",0.490292854358148,0.0949802503395524,0.542688875208473,0.175017868761481,0.861065593048247,0.88857086422451
"11724","LCN1P2",0.0116379703884617,-0.372637697888327,5.10183938334423,-0.0730398724634222,0.941774388589967,NA
"11725","LCN2",40435.1646874256,3.53421321242698,0.184818076156161,19.1226598930765,1.63550276918895e-81,1.18283780920053e-78
"11726","LCN6",19.4557491694448,1.66812788977344,0.260951442606951,6.3924838778761,1.63212440646117e-10,5.31631980137433e-10
"11727","LCN8",18.0216160450028,2.77150992444177,0.875671592878158,3.16501065808514,0.00155077270454902,0.00272521743502031
"11728","LCN9",0.030908526417089,-0.315919402823602,3.58972038321297,-0.0880066882927629,0.929871360282555,NA
"11729","LCNL1",56.3856835514605,4.38460442664125,0.349872466492486,12.5320076500945,4.98836949582629e-36,1.15298189790129e-34
"11730","LCOR",2573.90609720913,-0.535903067529294,0.0944235262128696,-5.67552482970342,1.38264085764362e-08,3.88358907897393e-08
"11731","LCORL",603.425669170905,-0.0668879206280647,0.0586845512526282,-1.13978754544995,0.254374823720118,0.312857729321688
"11732","LCP1",8610.83334776746,1.25838918187325,0.139176605233905,9.04167176486562,1.54293786281526e-19,9.838642458566e-19
"11733","LCP2",1851.4000269701,1.74937887223015,0.138573185789396,12.6242235268291,1.5526537156729e-36,3.75113106739077e-35
"11734","LCT",2.72019701591216,1.09846659507534,0.397371522631276,2.76433144429078,0.00570395680376379,0.00936389481880238
"11735","LCTL",15.4724491988538,1.04842685969058,0.198495827108317,5.28185843986767,1.27879994417011e-07,3.32761081108332e-07
"11736","LDAH",637.381931691233,-0.312884548658388,0.0663174087186811,-4.71798513698939,2.38191891090732e-06,5.57438642824031e-06
"11737","LDB1",1835.01823406961,0.239001285044807,0.0597989440312473,3.99674758336734,6.42187127967552e-05,0.00013135512643949
"11738","LDB2",423.125486803857,1.07055421270966,0.109555153043436,9.77182891876574,1.487423417617e-22,1.18549708577935e-21
"11739","LDB3",71.5838862686723,-0.0826296141267872,0.188227752467603,-0.438987413086224,0.660670656681765,0.716328277531926
"11740","LDC1P",1.3104585538787,-0.192888724216045,0.421987345891762,-0.45709599137013,0.647602051436785,0.704133753308085
"11741","LDHA",20330.8022196628,0.158895482683742,0.0936170072799958,1.69729290970077,0.0896412970623002,0.122017963702068
"11742","LDHAL6A",14.4295856389169,-0.00153577681333259,0.13211357547655,-0.0116246707258724,0.990725063595496,0.992584499321254
"11743","LDHAL6B",9.95426110684247,0.516111604614736,0.1949545491278,2.64734322396553,0.00811269667867784,0.0130366011708685
"11744","LDHAL6CP",5.4290771399259,0.164157053286467,0.211910990935355,0.774650963415786,0.438545934152406,0.505494801183646
"11745","LDHAL6DP",0.0191482526269675,-0.358495151700319,5.10183920643297,-0.070267826404307,0.943980489997604,NA
"11746","LDHAP2",2.66696077241564,1.90375101289315,0.549525575220058,3.46435379669233,0.00053150696882237,0.000987600384634306
"11747","LDHAP4",87.4475799536967,-0.15606927374837,0.246985674578063,-0.631896056380558,0.527454800455592,0.592046491749994
"11748","LDHB",6164.36345072192,0.0882156714404662,0.0694644651539314,1.26993954743598,0.204106164643734,0.256966543761934
"11749","LDHBP1",2.78642436225143,0.519928290294702,0.300271413600329,1.73152776703128,0.0833576768618081,0.114060367118812
"11750","LDHBP2",0.529501734818406,0.608765089964113,0.538776680438469,1.1299024476499,0.258517332487091,0.317316785787143
"11751","LDHC",15.6181843869979,-1.04784653382114,0.443876516323418,-2.36067125717832,0.0182418934096177,0.0278674877516781
"11752","LDHD",605.128249137148,-2.11497506751762,0.232361654820046,-9.10208299710885,8.86156775976393e-20,5.77211938332095e-19
"11753","LDLR",3538.37348231233,0.879705713852739,0.152533171999696,5.7673075457612,8.0547984087825e-09,2.30872641683589e-08
"11754","LDLRAD1",9.01136909488734,-0.24541098313833,0.160968991897946,-1.52458545117757,0.127362528478,0.167978580415128
"11755","LDLRAD2",129.335587013861,1.74201766484386,0.150245614564076,11.5944659675969,4.39599047070768e-31,6.7229267635243e-30
"11756","LDLRAD3",253.318424537436,1.49369678970441,0.140903702317563,10.6008342232057,2.95333922776123e-26,3.13364247451049e-25
"11757","LDLRAD4",999.988157628326,0.860752619127215,0.0892070673711016,9.6489285489734,4.96719861149338e-22,3.81124547808629e-21
"11758","LDLRAP1",1789.13867222768,-0.490614655008696,0.0494674544076774,-9.91792807783033,3.47902877536625e-23,2.91370284436725e-22
"11759","LDOC1",123.807721628221,0.30328451329397,0.126604968304462,2.39551825932,0.016596887567362,0.0254934378775183
"11760","LEAP2",42.3023286678934,-1.50722831053822,0.123118333187758,-12.2421110773134,1.85153233108385e-34,3.80838118008257e-33
"11761","LECT2",4.89331647785399,0.418234656851288,0.22160941355321,1.8872603385635,0.0591253181803637,0.0831716422138131
"11762","lectin,",2.98436840964196,2.81516682053733,0.526263440400382,5.34934902260272,8.82711634637748e-08,2.33047513525416e-07
"11763","LEF1",403.435039385315,1.37171876623592,0.172028024402974,7.97380991263772,1.53856123743177e-15,7.32368215354997e-15
"11764","LEFTY1",4342.38100232016,-0.859479098603216,0.176611575018912,-4.86649359483476,1.13595603319881e-06,2.73351231773289e-06
"11765","LEFTY2",63.2508772268571,1.13678227841257,0.382173378820016,2.97451978974165,0.00293447526975131,0.0049868063024198
"11766","leishmanolysin-like",0.250325684982676,-0.210622054676249,0.710117834366227,-0.296601556084319,0.766770722722127,0.809254794682017
"11767","LEKR1",18.3635957163606,0.135990464865849,0.192129965294985,0.707804556447287,0.479066636425361,0.545571899662549
"11768","LELP1",0.0159470333192627,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"11769","LEMD1",1.68449642776423,2.46062696137468,0.541624072926109,4.54305316985121,5.5445259388812e-06,1.25652756039337e-05
"11770","LEMD2",1854.25990266731,0.0919884597145751,0.0352838699693415,2.60709666469423,0.00913135779138213,0.0145546027074355
"11771","LEMD3",1276.24543476383,-0.00693560899042827,0.0585643862501001,-0.118427075472278,0.905729273605165,0.925671254694252
"11772","LENEP",1.08568384818825,0.0957672714980154,0.429367994547392,0.223042408177084,0.823502500791951,0.85723439601941
"11773","LENG1",205.973677282507,-0.333745696107122,0.065982622193229,-5.05808476555772,4.23488196167781e-07,1.05448748979139e-06
"11774","LENG8",7903.0301477622,1.46480148379379,0.112736067013215,12.9931930623594,1.33729041396088e-38,3.79519633936746e-37
"11775","LENG9",547.682975223867,-0.145751618242635,0.0974032175948399,-1.49637375275328,0.134556285428562,0.176531799362653
"11776","LEO1",1104.18439501875,-0.208665403092261,0.0645305404715051,-3.23359143697861,0.00122244197096532,0.00217655249277657
"11777","Leo1,",9.99431851574634,1.04960508144729,0.197653724292714,5.31032281432191,1.09431228873619e-07,2.86651261986978e-07
"11778","LEP",4.05303410352957,1.49942604777852,0.336282070853713,4.45883434692773,8.24065758392337e-06,1.84056129738555e-05
"11779","LEPR",286.510000392381,0.169077655883459,0.105594506469605,1.60119746316658,0.109333190554411,0.146273429539915
"11780","LEPROT",2996.89654079108,-0.108886776591709,0.0483245732190071,-2.25323824585546,0.0242441311262647,0.0362998143349042
"11781","LEPROTL1",1531.96155297163,-0.0182469795744582,0.0517626509545939,-0.352512462904274,0.724453973527297,0.772880695757927
"11782","LETM1",2477.58537719471,-0.719523921722019,0.0937373840847195,-7.67595478311743,1.64191040995236e-14,7.24353234772371e-14
"11783","LETM2",58.1526943867378,0.984175571116053,0.12943299499397,7.60374563813424,2.87680425044824e-14,1.24537461469491e-13
"11784","LETMD1",1384.66100875147,-0.178747265758273,0.0510328242385663,-3.50259403482496,0.000460751115487241,0.00086169836580113
"11785","leucine",90.2597327806778,0.327324722619102,0.0902741581549056,3.62589615133747,0.000287961070208531,0.0005506257734819
"11786","leucine-rich",0.00320678778265917,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11787","leukemia",0.00451425352981852,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11788","leukocyte",2.33979200454148,2.31255693213939,0.552297048046224,4.18716149275135,2.824648494307e-05,5.98965470938834e-05
"11789","LEUTX",0.00667176723043713,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"11790","LEXM",44.4049939092159,0.516304426824438,0.215156325261449,2.39967115164775,0.0164098064714833,0.0252268143918441
"11791","LFNG",1456.90902696864,-1.02090088864536,0.0873526933787727,-11.6871140334346,1.48342053140802e-31,2.35874385206864e-30
"11792","LGALS1",2898.9667279841,0.778103400066876,0.135190272861504,5.75561675849271,8.63260307844411e-09,2.46582954540345e-08
"11793","LGALS12",28.0824379561899,3.2176557802412,0.320782636724706,10.0306419733141,1.11787395399667e-23,9.71047425362469e-23
"11794","LGALS13",0.161843241738184,-0.00352461070556791,1.88878760822635,-0.0018660704306916,0.998511092078098,NA
"11795","LGALS14",3.5599735895373,0.151586425042292,0.257022491087087,0.589778833755566,0.555338934869078,0.618284199614202
"11796","LGALS16",0.00656477521986048,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"11797","LGALS17A",11.9049498630464,0.96426618803617,0.341310029545645,2.82519148153897,0.00472523686125209,0.00783346720121797
"11798","LGALS2",840.599294432107,-1.63110575484417,0.209162451830705,-7.7982723025468,6.27604699844921e-15,2.8628478882041e-14
"11799","LGALS3",28378.5346857526,-0.920012988816357,0.112162814218295,-8.20247775725201,2.35482319535842e-16,1.19391985617223e-15
"11800","LGALS3BP",16248.7452435691,-0.647830204164043,0.0906712272073265,-7.14482668997886,9.01095065744205e-13,3.47242203059214e-12
"11801","LGALS4",49143.2621301301,-1.53167068257827,0.152479493519853,-10.0450929316527,9.65566242843874e-24,8.42006813090613e-23
"11802","LGALS7",0.925058061204154,0.0273482933574623,0.502511202567374,0.0544232510991545,0.95659795460538,0.965728290329307
"11803","LGALS7B",0.631830697067273,0.445166346743599,0.677145283292007,0.657416300058061,0.510913273554369,0.576132964142891
"11804","LGALS8",2399.94078327225,0.397835145367237,0.0579353545904384,6.86688030442979,6.56210834264441e-12,2.37064887273747e-11
"11805","LGALS9",5403.12985511762,-0.200974566466274,0.0684963240634757,-2.93409272999863,0.00334524249729714,0.00564464038454142
"11806","LGALS9B",534.712509291876,-0.33993570561364,0.200491565808799,-1.69551125127041,0.089978477698209,0.122387761329482
